Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of countries
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19844357976653693,0.059921062073914594,0.42482640243426695,0.0
6.007307069872261e-06,1.5290075670584488e-06,2.1123653749939672e-07,1.5099439244575051e-05,0.000350125196282307,0.00010034115994380895,7.03249716941989e-06,0.1381322957198443,0.05166846071044133,0.4192868846063821,0.011049723756906077
2.3422429585562564e-05,1.3761068103526042e-05,8.449461499975869e-07,5.803846959633536e-05,0.0010150094074042636,0.0008027292795504716,2.1097491508259668e-05,0.1400778210116731,0.03803372802296376,0.5146290083482874,0.016574585635359115
5.3337605196138586e-05,3.822518917646123e-05,1.1618009562466815e-06,0.0001325919508664247,0.0017435527451230034,0.0016054585591009432,1.0548745754129834e-05,0.1731517509727627,0.01811984212414783,0.7913708356089567,0.027624309392265192
9.484263586071059e-05,5.963129511527953e-05,2.5348384499927598e-06,0.00023592873819648522,0.0024190468106777573,0.0014047762392133253,4.571123160122928e-05,0.11673151750972766,0.013455328310010766,0.7913708356089567,0.03867403314917127
0.00014393265019936371,9.938549185879921e-05,3.4854028687400454e-06,0.0003576679671058716,0.0028611240787109735,0.0026088701585390327,3.1646237262389506e-05,0.14785992217898825,0.00663796196627198,1.0,0.055248618784530384
0.0003047949839592765,0.00017430686264466324,8.343843231226168e-06,0.0007596905369926823,0.009375574700448443,0.004916716837246638,0.00016174743489665746,0.060311284046692615,0.0037674919268030106,0.9063743465709604,0.055248618784530384
0.0003404747471621542,0.00017736487777878014,1.024497206872074e-05,0.0008490288858564181,0.002079531468828248,0.0002006823198876179,6.329247452477901e-05,0.023346303501945498,0.005740940078937922,0.781306077865335,0.06629834254143646
0.0004659607170661526,0.00023546716532700125,1.1934864368715913e-05,0.0011658025383415656,0.007313726322341524,0.00381296407786474,5.625997735535912e-05,0.0077821011673151474,0.0,0.897401888117344,0.07734806629834254
0.0005686917359479075,0.00029968548314345607,2.017308933119238e-05,0.0014132131417969463,0.005987494518241876,0.004214328717639976,0.0002742673896073757,0.02140077821011671,0.00897021887334051,0.7099945385035499,0.09944751381215469
0.0006967869402357899,0.00037001983122814477,2.672142199367368e-05,0.0017282566502019863,0.00746580090254495,0.004615693357415212,0.00021800741225201658,0.02140077821011671,0.01112307140294223,0.6702816571740656,0.10497237569060772
0.0009849556399814806,0.0005275076106351651,4.5521473831119984e-05,0.0024310097183765835,0.01679539956711794,0.010335139474212322,0.0006258922480783702,0.023346303501945498,0.01829924650161464,0.5665132246235468,0.10497237569060772
0.001173063235098693,0.0006253640949269059,6.0836122799826234e-05,0.0028857230397939426,0.010963516247223755,0.006421834236403773,0.000509856044782942,0.019455252918287924,0.023860782203085757,0.5014433954903643,0.10497237569060772
0.0014164501912326086,0.0007262785943527635,8.375528711851077e-05,0.0034720845971249405,0.014185375376649833,0.006622516556291391,0.000763025942882058,0.0038910505836575737,0.03103695730175816,0.41874073496137937,0.11049723756906077
0.0016436963021080795,0.0008363671391809718,0.00011015985430593536,0.004010473977689321,0.013244634950275148,0.007224563515954244,0.0008790621461774862,0.0,0.038751345532830994,0.3620191932589529,0.11049723756906077
0.0018353840095194582,0.0009433976688750633,0.00014680939356208068,0.004441751711112495,0.011172176717735433,0.0070238811960666265,0.0012201382588943508,0.0038910505836575737,0.05184786508790813,0.2999921978622142,0.11049723756906077
0.002049705308214295,0.0010733633120750315,0.00019803425390568435,0.004907632326137821,0.01249133528554655,0.00852899859522376,0.0017053805635843234,0.009727626459143934,0.0687118765697883,0.2459233830069439,0.11049723756906077
0.0022156040711337976,0.0012063869704091166,0.0002579198122867633,0.005234786843103615,0.0096691140064225,0.008729680915111379,0.0019937129475305388,0.025291828793774285,0.08880516684607104,0.20574237341031446,0.11049723756906077
0.0023992820357853465,0.0013592877271149616,0.00031991773604283624,0.0056028356746901315,0.010705343122692357,0.010034115994380895,0.0020640379192247375,0.04280155642023342,0.10602798708288483,0.18241398143091206,0.11049723756906077
0.0025532875443038897,0.0015228915367902158,0.00038930893861138804,0.005881860729063841,0.008975936850146415,0.010736504113987558,0.0023101753201544336,0.06614785992217892,0.12558306422676715,0.16400093625653428,0.11049723756906077
0.0026771958376036794,0.0016757922934960605,0.00046355858154242596,0.006076737866814137,0.007221774250590615,0.010034115994380895,0.002471922755051091,0.08754863813229574,0.14675278076785075,0.1477724896621674,0.11049723756906077
0.0027916380712782155,0.0016834373313313528,0.0005091856736422957,0.006304645027911943,0.006670061820085162,0.0005017057997190448,0.0015190193885946963,0.07003891050583655,0.15608180839612487,0.13107591480065536,0.11049723756906077
0.003619614889140913,0.0020702762457971403,0.0006233590221607196,0.008240990825203229,0.04825715457850585,0.025386313465783666,0.00380106472007145,0.046692607003890996,0.1460351632579835,0.13154404306780057,0.11049723756906077
0.004013063162282849,0.0023026853959900247,0.0008011145684664619,0.008972212627786868,0.022931432047418977,0.01525185631145896,0.0059178463680668375,0.046692607003890996,0.1742016505202727,0.10727939455410784,0.11602209944751382
0.004138973891272596,0.002521333478079383,0.0009372565168848231,0.009073347413560428,0.007338482649351384,0.01434878587196468,0.004532444425691119,0.07392996108949412,0.20165052027269464,0.09713661543262855,0.11602209944751382
0.004267251135168656,0.0026803502650534616,0.0010869176037031454,0.00916661790806077,0.007476410756977747,0.01043548063415613,0.0049825242445339915,0.08949416342412447,0.23053462504485112,0.0849652804868534,0.11602209944751382
0.004384727362312825,0.0028301930066251895,0.001259286618302653,0.009199018788106422,0.006846892727298448,0.009833433674493276,0.00573851769024663,0.10311284046692604,0.263724434876211,0.0731060310525084,0.11602209944751382
0.004493587048003238,0.0030442540660133724,0.0014432736424646276,0.009185177635465561,0.006344692950812715,0.014047762392133253,0.006125305034564724,0.1264591439688716,0.2985288841047722,0.0655379574003277,0.11602209944751382
0.004519133273017543,0.003220089936225094,0.0016229303176078646,0.00896576390894283,0.0014889162387358712,0.01153923339353803,0.005981138842591616,0.15369649805447472,0.33745963401506995,0.05875009752672231,0.12154696132596685
0.004552325161575322,0.0034081578669732837,0.0018315263983885188,0.008721813593647664,0.0019345301249133527,0.012341962673088501,0.0069445909548021415,0.18093385214007784,0.3815931108719053,0.052040259030974485,0.12154696132596685
0.004590492799423298,0.0034142738972415174,0.0018945805048320886,0.008726217596760667,0.0022245328127431423,0.0004013646397752358,0.002099200405071837,0.17704280155642027,0.39235737351991384,0.04884138253881563,0.13259668508287292
0.004697350049423754,0.0037307784636226166,0.0023046962423871674,0.008359898909254256,0.006227984552051946,0.020770620108368453,0.013653593254428716,0.21595330739299612,0.4720129171151776,0.038932667550908955,0.13259668508287292
